Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,Et3N,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",No Ligand,Et3N,MeCN
6-Bromoquinoline,"2b, Boronic Ester",No Ligand,K3PO4,THF
6-Iodoquinoline,"2a, Boronic Acid",dtbpf,KOH,MeOH
6-Iodoquinoline,"2b, Boronic Ester",XPhos,KOH,THF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,K3PO4,THF
6-Iodoquinoline,"2a, Boronic Acid",CataCXium A,No Base,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,NaHCO3,DMF
6-triflatequinoline,"2b, Boronic Ester",AmPhos,LiOtBu,MeCN
6-triflatequinoline,"2b, Boronic Ester",AmPhos,CsF,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(tBu)3,NaHCO3,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",dtbpf,NaOH,THF
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,KOH,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(tBu)3,NaOH,THF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,No Base,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(tBu)3,KOH,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,Et3N,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(o-Tol)3,No Base,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,K3PO4,THF
6-Bromoquinoline,"2a, Boronic Acid",P(Ph)3 ,LiOtBu,THF
6-Iodoquinoline,"2a, Boronic Acid",P(Cy)3,NaOH,DMF
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,NaHCO3,THF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,Et3N,MeOH
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,Et3N,MeOH
6-triflatequinoline,"2a, Boronic Acid",dtbpf,CsF,MeOH
6-triflatequinoline,"2b, Boronic Ester",AmPhos,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,NaHCO3,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,Et3N,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,NaHCO3,THF
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,K3PO4,DMF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,NaOH,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,Et3N,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,No Base,DMF
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,LiOtBu,DMF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,No Base,MeCN
6-Iodoquinoline,"2b, Boronic Ester",SPhos,LiOtBu,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(tBu)3,NaHCO3,MeCN
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,Et3N,MeCN
6-Bromoquinoline,"2b, Boronic Ester",No Ligand,CsF,MeCN
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,K3PO4,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",P(tBu)3,K3PO4,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,LiOtBu,THF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Ph)3 ,Et3N,MeCN
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,Et3N,THF
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,CsF,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,LiOtBu,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,K3PO4,THF
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,KOH,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,KOH,THF
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,KOH,DMF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,CsF,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,LiOtBu,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,K3PO4,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,NaHCO3,MeCN
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,NaOH,THF
6-Bromoquinoline,"2a, Boronic Acid",XPhos,NaHCO3,THF
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,No Base,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(o-Tol)3,No Base,THF
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,K3PO4,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(tBu)3,LiOtBu,DMF
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,Et3N,MeCN
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Ph)3 ,CsF,DMF
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,LiOtBu,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,KOH,DMF
6-Iodoquinoline,"2b, Boronic Ester",P(tBu)3,No Base,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,NaHCO3,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,NaHCO3,THF
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,Et3N,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Ph)3 ,Et3N,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,NaHCO3,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,LiOtBu,MeOH
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,Et3N,THF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",CataCXium A,K3PO4,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,CsF,MeOH
6-triflatequinoline,"2a, Boronic Acid",SPhos,KOH,THF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,NaOH,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(tBu)3,NaHCO3,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",dtbpf,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,KOH,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,NaHCO3,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Cy)3,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,NaHCO3,THF
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,KOH,MeOH
6-triflatequinoline,"2b, Boronic Ester",No Ligand,KOH,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,No Base,MeOH
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,LiOtBu,MeOH
6-Bromoquinoline,"2a, Boronic Acid",AmPhos,Et3N,THF
6-Iodoquinoline,"2c, Trifluoroborate",P(Ph)3 ,LiOtBu,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,LiOtBu,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",SPhos,NaOH,MeCN
6-triflatequinoline,"2a, Boronic Acid",XPhos,KOH,DMF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,NaOH,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,KOH,DMF
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,LiOtBu,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",CataCXium A,NaOH,THF
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,NaOH,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Cy)3,CsF,THF
6-Iodoquinoline,"2a, Boronic Acid",XPhos,CsF,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,KOH,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",CataCXium A,Et3N,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,NaHCO3,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",No Ligand,No Base,THF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,K3PO4,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,No Base,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,NaHCO3,MeOH
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,NaOH,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,K3PO4,THF
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(Ph)3 ,K3PO4,DMF
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,LiOtBu,THF
6-Iodoquinoline,"2c, Trifluoroborate",P(tBu)3,KOH,DMF
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,NaOH,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(tBu)3,Et3N,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,NaOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",XPhos,KOH,THF
6-triflatequinoline,"2b, Boronic Ester",SPhos,KOH,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,Et3N,MeCN
6-triflatequinoline,"2c, Trifluoroborate",XPhos,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,LiOtBu,DMF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,NaHCO3,MeCN
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,NaHCO3,MeOH
6-Iodoquinoline,"2a, Boronic Acid",P(Cy)3,No Base,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,KOH,MeCN
6-triflatequinoline,"2a, Boronic Acid",No Ligand,Et3N,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,NaOH,DMF
6-triflatequinoline,"2b, Boronic Ester",AmPhos,KOH,THF
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,No Base,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Cy)3,NaHCO3,MeCN
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,KOH,THF
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,Et3N,MeCN
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,NaOH,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",SPhos,LiOtBu,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,NaHCO3,THF
6-triflatequinoline,"2b, Boronic Ester",P(tBu)3,CsF,DMF
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,Et3N,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",No Ligand,CsF,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,Et3N,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",XPhos,LiOtBu,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,Et3N,MeOH
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,LiOtBu,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",P(tBu)3,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,Et3N,MeCN
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,KOH,DMF
6-triflatequinoline,"2b, Boronic Ester",SPhos,KOH,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,NaOH,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",dtbpf,NaHCO3,DMF
6-Iodoquinoline,"2a, Boronic Acid",AmPhos,Et3N,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(Cy)3,LiOtBu,MeCN
6-Iodoquinoline,"2b, Boronic Ester",dtbpf,KOH,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Cy)3,Et3N,MeCN
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,NaOH,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",AmPhos,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,KOH,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,K3PO4,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,KOH,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,LiOtBu,MeCN
6-Bromoquinoline,"2b, Boronic Ester",XPhos,Et3N,THF
6-Bromoquinoline,"2b, Boronic Ester",P(o-Tol)3,Et3N,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,CsF,MeCN
6-Bromoquinoline,"2c, Trifluoroborate",No Ligand,NaOH,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,NaHCO3,THF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Ph)3 ,KOH,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,No Base,MeCN
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,Et3N,THF
6-triflatequinoline,"2b, Boronic Ester",AmPhos,CsF,DMF
6-Bromoquinoline,"2b, Boronic Ester",No Ligand,LiOtBu,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(Cy)3,CsF,MeOH
6-triflatequinoline,"2b, Boronic Ester",SPhos,CsF,MeOH
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,LiOtBu,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(o-Tol)3,CsF,DMF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,Et3N,THF
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,NaOH,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",CataCXium A,KOH,MeCN
6-triflatequinoline,"2b, Boronic Ester",SPhos,NaHCO3,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,No Base,MeOH
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,KOH,DMF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,No Base,DMF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(o-Tol)3,K3PO4,THF
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,LiOtBu,DMF
6-triflatequinoline,"2a, Boronic Acid",SPhos,NaHCO3,THF
6-triflatequinoline,"2a, Boronic Acid",dtbpf,No Base,DMF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,LiOtBu,THF
6-Iodoquinoline,"2b, Boronic Ester",No Ligand,NaHCO3,MeOH
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,NaHCO3,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(o-Tol)3,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,K3PO4,THF
6-Iodoquinoline,"2b, Boronic Ester",CataCXium A,Et3N,MeOH
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,LiOtBu,DMF
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,Et3N,THF
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,CsF,DMF
6-Bromoquinoline,"2c, Trifluoroborate",XPhos,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,KOH,DMF
6-Iodoquinoline,"2a, Boronic Acid",P(tBu)3,Et3N,MeOH
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,No Base,DMF
6-Iodoquinoline,"2b, Boronic Ester",P(tBu)3,CsF,MeOH
6-Bromoquinoline,"2a, Boronic Acid",CataCXium A,LiOtBu,DMF
6-Iodoquinoline,"2c, Trifluoroborate",SPhos,Et3N,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,K3PO4,THF
6-Iodoquinoline,"2c, Trifluoroborate",P(o-Tol)3,No Base,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,NaHCO3,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(Cy)3,Et3N,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,KOH,DMF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,NaOH,MeCN
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,LiOtBu,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",No Ligand,Et3N,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,No Base,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,Et3N,THF
6-Iodoquinoline,"2a, Boronic Acid",SPhos,CsF,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(Ph)3 ,LiOtBu,THF
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,KOH,THF
6-Bromoquinoline,"2b, Boronic Ester",CataCXium A,No Base,MeOH
6-triflatequinoline,"2a, Boronic Acid",XPhos,No Base,THF
6-Bromoquinoline,"2a, Boronic Acid",P(tBu)3,No Base,MeOH
6-Bromoquinoline,"2b, Boronic Ester",SPhos,NaOH,THF
6-triflatequinoline,"2a, Boronic Acid",CataCXium A,K3PO4,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(tBu)3,CsF,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",No Ligand,No Base,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,NaOH,THF
6-Bromoquinoline,"2b, Boronic Ester",XPhos,No Base,MeCN
6-triflatequinoline,"2b, Boronic Ester",SPhos,CsF,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",XPhos,CsF,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,CsF,THF
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,LiOtBu,DMF
6-triflatequinoline,"2a, Boronic Acid",P(Ph)3 ,K3PO4,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",SPhos,LiOtBu,THF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,K3PO4,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(tBu)3,No Base,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,NaOH,MeCN
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,No Base,MeOH
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,K3PO4,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",XPhos,No Base,DMF
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,No Base,THF
6-triflatequinoline,"2c, Trifluoroborate",P(tBu)3,No Base,THF
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,LiOtBu,MeOH
6-triflatequinoline,"2a, Boronic Acid",AmPhos,Et3N,THF
6-Bromoquinoline,"2a, Boronic Acid",dtbpf,K3PO4,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,No Base,MeOH
6-Bromoquinoline,"2a, Boronic Acid",XPhos,NaOH,MeOH
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,CsF,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(Ph)3 ,NaHCO3,MeOH
6-Iodoquinoline,"2b, Boronic Ester",P(Ph)3 ,NaHCO3,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Cy)3,No Base,DMF
6-Bromoquinoline,"2c, Trifluoroborate",SPhos,LiOtBu,MeOH
6-triflatequinoline,"2b, Boronic Ester",P(Ph)3 ,K3PO4,THF
6-triflatequinoline,"2b, Boronic Ester",P(o-Tol)3,No Base,THF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",P(o-Tol)3,NaOH,MeCN
6-Quinolineboronic acid pinacol ester,"2d, Bromide",SPhos,K3PO4,THF
6-Bromoquinoline,"2a, Boronic Acid",P(Ph)3 ,Et3N,DMF
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,NaOH,MeOH
6-triflatequinoline,"2c, Trifluoroborate",AmPhos,No Base,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(o-Tol)3,K3PO4,THF
6-triflatequinoline,"2b, Boronic Ester",SPhos,K3PO4,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(Ph)3 ,CsF,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(o-Tol)3,NaOH,THF
6-triflatequinoline,"2c, Trifluoroborate",CataCXium A,KOH,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,NaHCO3,MeOH
6-Bromoquinoline,"2b, Boronic Ester",P(Cy)3,LiOtBu,THF
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,NaHCO3,THF
6-triflatequinoline,"2a, Boronic Acid",No Ligand,NaHCO3,THF
6-Bromoquinoline,"2c, Trifluoroborate",CataCXium A,KOH,MeCN
6-Bromoquinoline,"2b, Boronic Ester",SPhos,K3PO4,MeOH
6-triflatequinoline,"2b, Boronic Ester",CataCXium A,LiOtBu,DMF
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,NaOH,DMF
6-Bromoquinoline,"2c, Trifluoroborate",P(Ph)3 ,LiOtBu,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",XPhos,NaHCO3,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(Ph)3 ,NaHCO3,DMF
6-Bromoquinoline,"2b, Boronic Ester",No Ligand,KOH,MeCN
6-quinoline-boronic acid hydrochloride,"2d, Bromide",AmPhos,K3PO4,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",SPhos,K3PO4,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,NaOH,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,LiOtBu,MeOH
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,CsF,MeCN
6-Bromoquinoline,"2a, Boronic Acid",XPhos,LiOtBu,MeCN
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,CsF,MeOH
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",dtbpf,LiOtBu,MeCN
6-triflatequinoline,"2c, Trifluoroborate",P(Ph)3 ,No Base,MeOH
6-Iodoquinoline,"2a, Boronic Acid",SPhos,No Base,MeOH
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,NaHCO3,MeOH
6-quinoline-boronic acid hydrochloride,"2d, Bromide",dtbpf,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",P(Ph)3 ,K3PO4,MeCN
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,KOH,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",CataCXium A,Et3N,THF
6-Bromoquinoline,"2a, Boronic Acid",AmPhos,Et3N,MeCN
6-triflatequinoline,"2b, Boronic Ester",P(Cy)3,NaOH,MeOH
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,No Base,MeCN
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,NaHCO3,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(o-Tol)3,LiOtBu,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",AmPhos,LiOtBu,DMF
6-Iodoquinoline,"2a, Boronic Acid",SPhos,NaOH,THF
6-triflatequinoline,"2c, Trifluoroborate",P(o-Tol)3,K3PO4,THF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,K3PO4,MeCN
6-Bromoquinoline,"2b, Boronic Ester",SPhos,K3PO4,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,CsF,MeOH
6-Bromoquinoline,"2c, Trifluoroborate",P(Cy)3,Et3N,DMF
6-Bromoquinoline,"2b, Boronic Ester",P(o-Tol)3,LiOtBu,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",dtbpf,K3PO4,THF
6-triflatequinoline,"2c, Trifluoroborate",SPhos,No Base,MeCN
Potassium quinoline-6-trifluoroborate,"2d, Bromide",SPhos,Et3N,MeCN
6-triflatequinoline,"2c, Trifluoroborate",dtbpf,No Base,DMF
6-Iodoquinoline,"2c, Trifluoroborate",SPhos,No Base,THF
6-Iodoquinoline,"2c, Trifluoroborate",dtbpf,CsF,THF
6-triflatequinoline,"2c, Trifluoroborate",No Ligand,NaHCO3,DMF
Potassium quinoline-6-trifluoroborate,"2d, Bromide",SPhos,No Base,MeOH
6-triflatequinoline,"2c, Trifluoroborate",SPhos,KOH,DMF
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,CsF,THF
6-triflatequinoline,"2a, Boronic Acid",P(o-Tol)3,K3PO4,THF
6-triflatequinoline,"2a, Boronic Acid",P(tBu)3,KOH,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,KOH,MeOH
6-Iodoquinoline,"2b, Boronic Ester",AmPhos,NaHCO3,THF
6-Iodoquinoline,"2b, Boronic Ester",P(Cy)3,No Base,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",dtbpf,KOH,THF
6-triflatequinoline,"2c, Trifluoroborate",SPhos,No Base,MeOH
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Ph)3 ,CsF,DMF
6-Bromoquinoline,"2b, Boronic Ester",AmPhos,LiOtBu,DMF
6-Bromoquinoline,"2b, Boronic Ester",SPhos,K3PO4,THF
6-triflatequinoline,"2c, Trifluoroborate",XPhos,NaOH,DMF
6-triflatequinoline,"2b, Boronic Ester",dtbpf,NaOH,MeCN
6-triflatequinoline,"2b, Boronic Ester",CataCXium A,NaHCO3,MeCN
6-Iodoquinoline,"2a, Boronic Acid",SPhos,NaHCO3,THF
6-Iodoquinoline,"2a, Boronic Acid",No Ligand,NaOH,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",No Ligand,Et3N,MeCN
6-Iodoquinoline,"2a, Boronic Acid",P(Ph)3 ,No Base,THF
6-Bromoquinoline,"2c, Trifluoroborate",P(o-Tol)3,No Base,MeOH
6-Bromoquinoline,"2a, Boronic Acid",P(Cy)3,CsF,THF
6-Bromoquinoline,"2a, Boronic Acid",No Ligand,K3PO4,MeOH
6-triflatequinoline,"2c, Trifluoroborate",XPhos,NaOH,THF
6-Quinolineboronic acid pinacol ester,"2d, Bromide",P(Cy)3,NaOH,DMF
6-Bromoquinoline,"2c, Trifluoroborate",AmPhos,Et3N,MeCN
6-Bromoquinoline,"2b, Boronic Ester",dtbpf,No Base,MeCN
6-triflatequinoline,"2a, Boronic Acid",No Ligand,KOH,MeOH
6-Iodoquinoline,"2c, Trifluoroborate",P(Cy)3,CsF,THF
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,No Base,MeCN
6-Iodoquinoline,"2b, Boronic Ester",P(o-Tol)3,LiOtBu,MeCN
6-Iodoquinoline,"2a, Boronic Acid",XPhos,LiOtBu,DMF
6-quinoline-boronic acid hydrochloride,"2d, Bromide",P(Cy)3,K3PO4,MeCN
6-triflatequinoline,"2b, Boronic Ester",No Ligand,KOH,MeOH
